0,32;-0,6;0,75
1;-0,24;0,23
-0,05;0,32;-0,56
0,22;1;0,15
0,04;-0,05;0,63
0,66;0,22;-0,18
-0,18;0,3;0,62
0,22;0,2;0,53
0,03;0,66;0,3
0,03;-0,18;0,45
0,45;0,11;0,3
0,3;-0,25;-0,6
0,3;-0,25;-0,6
-0,05;0,11;0,45
0,21;-0,14;0,3
